,CarPlate,Price,Company,Number,Number of digits,Front Characters,Suffix characters,Total number of characters,Same digit througout,Sub repeated digits,Auspicious,First Letter,suffix_number,first_letter,Antique,Price Range,Natural_break,number_group
1616,SJT1511L,6888,Carplate,1511,4,SJT,L,8,0,1,0,S,11,18,0,6,2,13
1617,SJR7878A,6888,Carplate,7878,4,SJR,A,8,0,0,1,S,1,18,0,6,2,40
1618,SGD9991B,6888,Carplate,9991,4,SGD,B,8,0,1,0,S,19,18,0,6,2,50
1619,SFN7711R,6888,Carplate,7711,4,SFN,R,8,0,1,0,S,8,18,0,6,2,39
1620,SGN2662U,6888,Carplate,2662,4,SGN,U,8,0,1,0,S,5,18,0,6,2,18
1621,SLQ92C,6888,Carplate,92,2,SLQ,C,6,0,0,0,S,18,18,0,6,2,2
1622,SLX86J,6888,Carplate,86,2,SLX,J,6,0,0,1,S,13,18,0,6,2,2
1623,SJC3888B,6888,Carplate,3888,4,SJC,B,8,0,1,1,S,19,18,0,6,2,24
1624,SKD900B,6888,Carplate,900,3,SKD,B,7,0,1,0,S,19,18,0,6,2,9
1625,SGJ388X,6888,Carplate,388,3,SGJ,X,7,0,1,1,S,4,18,0,6,2,5
1626,SBR46A,6888,Carplate,46,2,SBR,A,6,0,0,0,S,1,18,0,6,2,1
1627,SGX1688A,6888,Carplate,1688,4,SGX,A,8,0,1,1,S,1,18,0,6,2,13
1628,SLX179A,6888,Carplate,179,3,SLX,A,7,0,0,0,S,1,18,0,6,2,3
1629,SCN62L,6888,Carplate,62,2,SCN,L,6,0,0,0,S,11,18,0,6,2,2
1630,SLF6969S,6888,Carplate,6969,4,SLF,S,8,0,0,0,S,7,18,0,6,2,36
1631,SMM8808L,6888,Carplate,8808,4,SMM,L,8,0,1,1,S,11,18,0,6,2,45
1632,SLF1032C,6888,Carplate,1032,4,SLF,C,8,0,0,0,S,18,18,0,6,2,10
1633,SLF848Y,6888,Carplate,848,3,SLF,Y,7,0,0,1,S,3,18,0,6,2,9
1634,SJF1881S,6888,Carplate,1881,4,SJF,S,8,0,1,1,S,7,18,0,6,2,14
1635,SGM486R,6888,Carplate,486,3,SGM,R,7,0,0,1,S,8,18,0,6,2,6
1636,SGB1212E,6888,Carplate,1212,4,SGB,E,8,0,0,0,S,16,18,0,6,2,11
1637,SMK828S,6888,Carplate,828,3,SMK,S,7,0,0,1,S,7,18,0,6,2,8
1638,SLL822P,6888,Carplate,822,3,SLL,P,7,0,1,1,S,9,18,0,6,2,8
1639,SJD1008H,6888,Carplate,1008,4,SJD,H,8,0,1,1,S,14,18,0,6,2,10
1640,SDS6622T,6888,Carplate,6622,4,SDS,T,8,0,1,0,S,6,18,0,6,2,34
1641,SGS1288Y,6888,Carplate,1288,4,SGS,Y,8,0,1,1,S,3,18,0,6,2,12
1642,SME1181Z,6888,Carplate,1181,4,SME,Z,8,0,1,1,S,2,18,0,6,2,11
1643,SFN718T,6888,Carplate,718,3,SFN,T,7,0,0,1,S,6,18,0,6,2,7
1644,GBH15S,6888,Carplate,15,2,GBH,S,6,0,0,0,G,7,6,0,6,2,1
1645,SJH9919E,6888,Carplate,9919,4,SJH,E,8,0,1,0,S,16,18,0,6,2,50
1646,SBF54P,6888,Carplate,54,2,SBF,P,6,0,0,0,S,9,18,0,6,2,1
1649,SKD747C,6888,Carplate,747,3,SKD,C,7,0,0,0,S,18,18,0,6,2,8
1650,SLR918R,6888,Carplate,918,3,SLR,R,7,0,0,1,S,8,18,0,6,2,9
1651,SLR9888J,6888,Carplate,9888,4,SLR,J,8,0,1,1,S,13,18,0,6,2,50
1652,XB888K,6888,SGCarMart,888,3,XB,K,6,1,1,1,X,12,23,0,6,2,9
1653,SCG6868B,6888,SGCarMart,6868,4,SCG,B,8,0,0,1,S,19,18,0,6,2,35
1654,SFA600S,6888,SGCarMart,600,3,SFA,S,7,0,1,0,S,7,18,0,6,2,7
1655,SKQ568J,6888,SGCarMart,568,3,SKQ,J,7,0,0,1,S,13,18,0,6,2,6
1656,SBC518J,6888,SGCarMart,518,3,SBC,J,7,0,0,1,S,13,18,0,6,2,6
1657,SND80G,6888,SGCarMart,80,2,SND,G,6,0,0,1,S,15,18,0,6,2,2
1658,SLA138P,6888,CarPlateMart,138,3,SLA,P,7,0,0,1,S,9,18,0,6,2,2
1659,SGB188Z,6888,CarPlateMart,188,3,SGB,Z,7,0,1,1,S,2,18,0,6,2,3
1660,SJP8228E,6888,CarPlateMart,8228,4,SJP,E,8,0,1,1,S,16,18,0,6,2,42
1661,SMX50A,6888,CarPlateMart,50,2,SMX,A,6,0,0,0,S,1,18,0,6,2,1
1662,SND884D,6888,CarPlateMart,884,3,SND,D,7,0,1,1,S,17,18,0,6,2,9
1663,SFL8288A,6888,CarPlateMart,8288,4,SFL,A,8,0,1,1,S,1,18,0,6,2,42
1664,SGY8688Z,6888,CarPlateMart,8688,4,SGY,Z,8,0,1,1,S,2,18,0,6,2,44
1665,SCN8880P,6888,CarPlateMart,8880,4,SCN,P,8,0,1,1,S,9,18,0,6,2,45
1666,SNB53X,6888,CarPlateMart,53,2,SNB,X,6,0,0,0,S,4,18,0,6,2,1
1667,SNC388A,6888,CarPlateMart,388,3,SNC,A,7,0,1,1,S,1,18,0,6,2,5
1668,SNB1118L,6888,CarPlateMart,1118,4,SNB,L,8,0,1,1,S,11,18,0,6,2,11
1669,SJQ8880R,6888,CarPlateMart,8880,4,SJQ,R,8,0,1,1,S,8,18,0,6,2,45
1670,SBT160S,6888,CarPlateMart,160,3,SBT,S,7,0,0,0,S,7,18,0,6,2,3
1671,SLD232J,6888,CarPlateMart,232,3,SLD,J,7,0,0,0,S,13,18,0,6,2,3
1672,SGG8222D,6888,CarPlateMart,8222,4,SGG,D,8,0,1,1,S,17,18,0,6,2,42
1673,SFG34U,6888,CarPlateMart,34,2,SFG,U,6,0,0,0,S,5,18,0,6,2,1
1674,SFV59U,6888,CarPlateMart,59,2,SFV,U,6,0,0,0,S,5,18,0,6,2,2
1675,SCE870T,6888,CarPlateMart,870,3,SCE,T,7,0,0,1,S,6,18,0,6,2,9
1676,SKH92L,6888,CarPlateMart,92,2,SKH,L,6,0,0,0,S,11,18,0,6,2,2
1677,SMH1888C,6888,CarPlateMart,1888,4,SMH,C,8,0,1,1,S,18,18,0,6,2,14
1678,SJY1668S,6888,CarPlateMart,1668,4,SJY,S,8,0,1,1,S,7,18,0,6,2,13
1679,SLT6624M,6888,CarPlateMart,6624,4,SLT,M,8,0,1,0,S,10,18,0,6,2,34
1680,SBB5577K,6888,CarPlateMart,5577,4,SBB,K,8,0,1,0,S,12,18,0,6,2,30
1681,SKF60P,6888,CarPlateMart,60,2,SKF,P,6,0,0,0,S,9,18,0,6,2,2
1682,SGS128Y,6888,CarPlateMart,128,3,SGS,Y,7,0,0,1,S,3,18,0,6,2,2
1683,SBG686K,6860,CarPlateMart,686,3,SBG,K,7,0,0,1,S,12,18,0,6,2,7
1684,SGV6818U,6818,Carplate,6818,4,SGV,U,8,0,0,1,S,5,18,0,6,2,35
1685,SDN6808B,6808,CarPlateMart,6808,4,SDN,B,8,0,0,1,S,19,18,0,6,2,35
1686,GT76T,6800,Carplate,76,2,GT,T,5,0,0,0,G,6,6,0,6,2,2
1687,SKU180Y,6800,Carplate,180,3,SKU,Y,7,0,0,1,S,3,18,0,6,2,3
1688,SDD47Y,6800,Carplate,47,2,SDD,Y,6,0,0,0,S,3,18,0,6,2,1
1689,GBL1111U,6800,Carplate,1111,4,GBL,U,8,1,1,0,G,5,6,0,6,2,11
1690,SJA64S,6800,Carplate,64,2,SJA,S,6,0,0,0,S,7,18,0,6,2,2
1691,SBA8222U,6800,Carplate,8222,4,SBA,U,8,0,1,1,S,5,18,0,6,2,42
1692,GW25A,6800,Carplate,25,2,GW,A,5,0,0,0,G,1,6,0,6,2,1
1693,SBB5577K,6800,Carplate,5577,4,SBB,K,8,0,1,0,S,12,18,0,6,2,30
1694,SFG6655M,6800,Carplate,6655,4,SFG,M,8,0,1,0,S,10,18,0,6,2,34
1695,SJU500U,6800,Carplate,500,3,SJU,U,7,0,1,0,S,5,18,0,6,2,6
1696,SJJ42H,6800,SGCarMart,42,2,SJJ,H,6,0,0,0,S,14,18,0,6,2,1
1697,SMS4888A,6800,SGCarMart,4888,4,SMS,A,8,0,1,1,S,1,18,0,6,2,27
1698,SGN3113G,6800,SGCarMart,3113,4,SGN,G,8,0,1,0,S,15,18,0,6,2,20
1699,SMJ14D,6800,SGCarMart,14,2,SMJ,D,6,0,0,0,S,17,18,0,6,2,1
1700,SJF97X,6800,SGCarMart,97,2,SJF,X,6,0,0,0,S,4,18,0,6,2,2
1701,SMS400A,6800,SGCarMart,400,3,SMS,A,7,0,1,0,S,1,18,0,6,2,5
1702,SJR34P,6800,SGCarMart,34,2,SJR,P,6,0,0,0,S,9,18,0,6,2,1
1703,SKG47Z,6800,SGCarMart,47,2,SKG,Z,6,0,0,0,S,2,18,0,6,2,1
1704,SKG92S,6800,SGCarMart,92,2,SKG,S,6,0,0,0,S,7,18,0,6,2,2
1705,SND56C,6800,SGCarMart,56,2,SND,C,6,0,0,0,S,18,18,0,6,2,1
1706,SDB87S,6800,CarPlateMart,87,2,SDB,S,6,0,0,1,S,7,18,0,6,2,2
1707,SKZ57U,6800,CarPlateMart,57,2,SKZ,U,6,0,0,0,S,5,18,0,6,2,1
1708,SGC1313s,6800,CarPlateMart,1313,4,SGC,s,8,0,0,0,S,,18,0,6,2,12
1709,SLM73D,6800,CarPlateMart,73,2,SLM,D,6,0,0,0,S,17,18,0,6,2,2
1710,SDA6688Z,6800,CarPlateMart,6688,4,SDA,Z,8,0,1,1,S,2,18,0,6,2,34
1711,SLU6565U,6800,CarPlateMart,6565,4,SLU,U,8,0,0,0,S,5,18,0,6,2,34
1712,SJA64S,6800,CarPlateMart,64,2,SJA,S,6,0,0,0,S,7,18,0,6,2,2
1713,SFG6655M,6800,CarPlateMart,6655,4,SFG,M,8,0,1,0,S,10,18,0,6,2,34
1714,SKR57L,6800,CarPlateMart,57,2,SKR,L,6,0,0,0,S,11,18,0,6,2,1
1715,SCJ180A,6789,SGCarMart,180,3,SCJ,A,7,0,0,1,S,1,18,0,6,2,3
1716,SJP7778R,6778,Carplate,7778,4,SJP,R,8,0,1,1,S,8,18,0,6,2,39
1717,SGH700M,6700,Carplate,700,3,SGH,M,7,0,1,0,S,10,18,0,6,2,7
1718,SGA369Z,6666,Carplate,369,3,SGA,Z,7,0,0,0,S,2,18,0,6,2,5
1719,SKC1818E,6666,CarPlateMart,1818,4,SKC,E,8,0,0,1,S,16,18,0,6,2,14
1720,SLW6662L,6662,Carplate,6662,4,SLW,L,8,0,1,0,S,11,18,0,6,2,34
1722,SLG6655S,6655,CarPlateMart,6655,4,SLG,S,8,0,1,0,S,7,18,0,6,2,34
1723,SKH116C,6600,Carplate,116,3,SKH,C,7,0,1,0,S,18,18,0,6,2,2
1724,SJU606Z,6600,CarPlateMart,606,3,SJU,Z,7,0,0,0,S,2,18,0,6,2,7
1725,SJT47S,6600,CarPlateMart,47,2,SJT,S,6,0,0,0,S,7,18,0,6,2,1
1726,SLM79M,6588,CarPlateMart,79,2,SLM,M,6,0,0,0,S,10,18,0,6,2,2
1727,SKA1555Z,6550,CarPlateMart,1555,4,SKA,Z,8,0,1,0,S,2,18,0,6,2,13
1728,SMM655M,6550,CarPlateMart,655,3,SMM,M,7,0,1,0,S,10,18,0,6,2,7
1729,SKS6655R,6500,Carplate,6655,4,SKS,R,8,0,1,0,S,8,18,0,6,2,34
1730,SGF987M,6500,Carplate,987,3,SGF,M,7,0,0,1,S,10,18,0,6,2,10
1731,SJV50X,6500,SGCarMart,50,2,SJV,X,6,0,0,0,S,4,18,0,6,2,1
1732,SNF34E,6500,SGCarMart,34,2,SNF,E,6,0,0,0,S,16,18,0,6,2,1
1733,SCA35J,6500,CarPlateMart,35,2,SCA,J,6,0,0,0,S,13,18,0,6,2,1
1734,SKS6655R,6500,CarPlateMart,6655,4,SKS,R,8,0,1,0,S,8,18,0,6,2,34
1735,SCV7373B,6500,CarPlateMart,7373,4,SCV,B,8,0,0,0,S,19,18,0,6,2,38
1736,SKL1288L,6500,CarPlateMart,1288,4,SKL,L,8,0,1,1,S,11,18,0,6,2,12
1737,SJF64R,6500,CarPlateMart,64,2,SJF,R,6,0,0,0,S,8,18,0,6,2,2
1738,SCK64Y,6400,Carplate,64,2,SCK,Y,6,0,0,0,S,3,18,0,6,2,2
1739,SMQ3338M,6400,SGCarMart,3338,4,SMQ,M,8,0,1,1,S,10,18,0,6,2,22
1740,SMQ878R,6400,SGCarMart,878,3,SMQ,R,7,0,0,1,S,8,18,0,6,2,9
1741,SMQ338H,6400,SGCarMart,338,3,SMQ,H,7,0,1,1,S,14,18,0,6,2,4
1742,SMX3388G,6388,Carplate,3388,4,SMX,G,8,0,1,1,S,15,18,0,6,2,22
1743,SBK8388Y,6388,Carplate,8388,4,SBK,Y,8,0,1,1,S,3,18,0,6,2,43
1744,SKG338J,6338,CarPlateMart,338,3,SKG,J,7,0,1,1,S,13,18,0,6,2,4
1745,SKC336K,6336,Carplate,336,3,SKC,K,7,0,1,0,S,12,18,0,6,2,4
1746,SMH6301X,6301,Carplate,6301,4,SMH,X,8,0,0,0,S,4,18,0,6,2,33
1747,SKV6363S,6300,Carplate,6363,4,SKV,S,8,0,0,0,S,7,18,0,6,2,33
1748,SCG600X,6300,Carplate,600,3,SCG,X,7,0,1,0,S,4,18,0,6,2,7
1749,SGL67L,6300,SGCarMart,67,2,SGL,L,6,0,0,0,S,11,18,0,6,2,2
1750,SJQ97M,6300,SGCarMart,97,2,SJQ,M,6,0,0,0,S,10,18,0,6,2,2
1751,SLQ6888J,6300,CarPlateMart,6888,4,SLQ,J,8,0,1,1,S,13,18,0,6,2,35
1752,SFD51K,6300,CarPlateMart,51,2,SFD,K,6,0,0,0,S,12,18,0,6,2,1
1753,SLJ120S,6288,Carplate,120,3,SLJ,S,7,0,0,0,S,7,18,0,6,2,2
1754,SNB60A,6288,SGCarMart,60,2,SNB,A,6,0,0,0,S,1,18,0,6,2,2
1755,SMJ50Z,6288,SGCarMart,50,2,SMJ,Z,6,0,0,0,S,2,18,0,6,2,1
1756,SBY628J,6280,Carplate,628,3,SBY,J,7,0,0,1,S,13,18,0,6,2,7
1757,SBQ7000R,6200,SGCarMart,7000,4,SBQ,R,8,0,1,0,S,8,18,0,6,2,36
1758,SGQ79B,6200,CarPlateMart,79,2,SGQ,B,6,0,0,0,S,19,18,0,6,2,2
1759,SKZ7788Y,6188,CarPlateMart,7788,4,SKZ,Y,8,0,1,1,S,3,18,0,6,2,39
1760,SMR6186J,6186,Carplate,6186,4,SMR,J,8,0,0,1,S,13,18,0,6,2,32
1761,SNB618S,6185,Carplate,618,3,SNB,S,7,0,0,1,S,7,18,0,6,2,7
1762,SMW46T,6100,SGCarMart,46,2,SMW,T,6,0,0,0,S,6,18,0,6,2,1
1763,SMV200U,6100,SGCarMart,200,3,SMV,U,7,0,1,0,S,5,18,0,6,2,3
1764,SDT48K,6100,CarPlateMart,48,2,SDT,K,6,0,0,1,S,12,18,0,6,2,1
1765,SMQ8088B,6088,CarPlateMart,8088,4,SMQ,B,8,0,1,1,S,19,18,0,6,2,41
1766,SBQ6767T,6000,Carplate,6767,4,SBQ,T,8,0,0,0,S,6,18,0,5,2,35
1767,SNF168C,6000,Carplate,168,3,SNF,C,7,0,0,1,S,18,18,0,5,2,3
1768,SCK2688J,6000,Carplate,2688,4,SCK,J,8,0,1,1,S,13,18,0,5,2,18
1769,SMK97J,6000,Carplate,97,2,SMK,J,6,0,0,0,S,13,18,0,5,2,2
1770,SNB113G,6000,Carplate,113,3,SNB,G,7,0,1,0,S,15,18,0,5,2,2
1771,SCY3399M,6000,Carplate,3399,4,SCY,M,8,0,1,0,S,10,18,0,5,2,22
1772,SKK5666H,6000,Carplate,5666,4,SKK,H,8,0,1,0,S,14,18,0,5,2,30
1773,SJZ4545M,6000,Carplate,4545,4,SJZ,M,8,0,0,0,S,10,18,0,5,2,26
1775,SBT273A,6000,Carplate,273,3,SBT,A,7,0,0,0,S,1,18,0,5,2,4
1776,SKQ2828X,6000,Carplate,2828,4,SKQ,X,8,0,0,1,S,4,18,0,5,2,19
1777,SGC2008S,6000,Carplate,2008,4,SGC,S,8,0,1,1,S,7,18,0,5,2,15
1778,SKU1989A,6000,Carplate,1989,4,SKU,A,7,0,0,1,S,1,18,0,5,2,15
1779,SLV757S,6000,Carplate,757,3,SLV,S,7,0,0,0,S,7,18,0,5,2,8
1780,SDG2666G,6000,Carplate,2666,4,SDG,G,8,0,1,0,S,15,18,0,5,2,18
1781,SJR5444G,6000,Carplate,5444,4,SJR,G,8,0,1,0,S,15,18,0,5,2,30
1782,SJD3131X,6000,Carplate,3131,4,SJD,X,8,0,0,0,S,4,18,0,5,2,21
1783,SDP2011Z,6000,Carplate,2011,4,SDP,Z,8,0,1,0,S,2,18,0,5,2,15
1784,SKU485T,6000,Carplate,485,3,SKU,T,7,0,0,1,S,6,18,0,5,2,6
1785,SFU2882B,6000,Carplate,2882,4,SFU,B,8,0,1,1,S,19,18,0,5,2,19
1786,AZ246J,6000,Carplate,246,3,AZ,J,6,0,0,0,A,13,0,0,5,2,3
1787,SKC228P,6000,Carplate,228,3,SKC,P,7,0,1,1,S,9,18,0,5,2,3
1788,SMQ727T,6000,CarPlateMart,727,3,SMQ,T,7,0,0,0,S,6,18,0,5,2,8
1789,SKL7700Z,6000,CarPlateMart,7700,4,SKL,Z,8,0,1,0,S,2,18,0,5,2,39
1790,SMK444R,6000,CarPlateMart,444,3,SMK,R,7,1,1,0,S,8,18,0,5,2,5
1791,SCK2688J,6000,CarPlateMart,2688,4,SCK,J,8,0,1,1,S,13,18,0,5,2,18
1792,SGP191P,6000,CarPlateMart,191,3,SGP,P,7,0,0,0,S,9,18,0,5,2,3
1793,SNA5151T,6000,CarPlateMart,5151,4,SNA,T,8,0,0,0,S,6,18,0,5,2,28
1794,SNB113G,6000,CarPlateMart,113,3,SNB,G,7,0,1,0,S,15,18,0,5,2,2
1795,SKK5666H,6000,CarPlateMart,5666,4,SKK,H,8,0,1,0,S,14,18,0,5,2,30
1796,SMY62K,6000,CarPlateMart,62,2,SMY,K,6,0,0,0,S,12,18,0,5,2,2
1797,SBV7887R,6000,CarPlateMart,7887,4,SBV,R,8,0,1,1,S,8,18,0,5,2,40
1798,SKJ3222Z,6000,CarPlateMart,3222,4,SKJ,Z,8,0,1,0,S,2,18,0,5,2,21
1799,SBM7700A,6000,CarPlateMart,7700,4,SBM,A,8,0,1,0,S,1,18,0,5,2,39
1800,SJQ799X,6000,CarPlateMart,799,3,SJQ,X,7,0,1,0,S,4,18,0,5,2,8
1801,SDJ747D,6000,CarPlateMart,747,3,SDJ,D,7,0,0,0,S,17,18,0,5,2,8
1802,SJG520K,6000,CarPlateMart,520,3,SJG,K,7,0,0,0,S,12,18,0,5,2,6
1803,SJU233R,6000,CarPlateMart,233,3,SJU,R,7,0,1,0,S,8,18,0,5,2,3
1804,SGV6888S,6000,CarPlateMart,6888,4,SGV,S,8,0,1,1,S,7,18,0,5,2,35
1805,SJU9595L,6000,CarPlateMart,9595,4,SJU,L,8,0,0,0,S,11,18,0,5,2,49
1806,SJF6661C,5999,Carplate,6661,4,SJF,C,8,0,1,0,S,18,18,0,5,2,34
1807,SJQ799X,5999,Carplate,799,3,SJQ,X,7,0,1,0,S,4,18,0,5,2,8
1808,SGT3999K,5999,CarPlateMart,3999,4,SGT,K,8,0,1,0,S,12,18,0,5,2,25
1809,SBZ808B,5988,SGCarMart,808,3,SBZ,B,7,0,0,1,S,19,18,0,5,2,8
1810,SMQ108E,5900,Carplate,108,3,SMQ,E,7,0,0,1,S,16,18,0,5,2,2
1811,SFA59E,5900,Carplate,59,2,SFA,E,6,0,0,0,S,16,18,0,5,2,2
1812,SKP8670A,5900,CarPlateMart,8670,4,SKP,A,8,0,0,1,S,1,18,0,5,2,44
1813,SBL898P,5888,Carplate,898,3,SBL,P,7,0,0,1,S,9,18,0,5,2,9
1814,SKG8288S,5888,Carplate,8288,4,SKG,S,8,0,1,1,S,7,18,0,5,2,42
1815,SDJ8887E,5888,Carplate,8887,4,SDJ,E,8,0,1,1,S,16,18,0,5,2,45
1816,SMR588Y,5888,Carplate,588,3,SMR,Y,7,0,1,1,S,3,18,0,5,2,6
1817,SMP3311U,5888,Carplate,3311,4,SMP,U,8,0,1,0,S,5,18,0,5,2,22
1818,SGT64C,5888,Carplate,64,2,SGT,C,6,0,0,0,S,18,18,0,5,2,2
1819,SBJ927A,5888,Carplate,927,3,SBJ,A,7,0,0,0,S,1,18,0,5,2,9
1820,SME7171M,5888,Carplate,7171,4,SME,M,8,0,0,0,S,10,18,0,5,2,37
1822,SBU8688D,5888,Carplate,8688,4,SBU,D,8,0,1,1,S,17,18,0,5,2,44
1823,SME118P,5888,Carplate,118,3,SME,P,7,0,1,1,S,9,18,0,5,2,2
1824,SLJ595E,5888,Carplate,595,3,SLJ,E,7,0,0,0,S,16,18,0,5,2,6
1825,SML8800M,5888,Carplate,8800,4,SML,M,8,0,1,1,S,10,18,0,5,2,45
1826,SLG8999L,5888,Carplate,8999,4,SLG,L,8,0,1,1,S,11,18,0,5,2,46
1827,SNC4444U,5888,Carplate,4444,4,SNC,U,8,1,1,0,S,5,18,0,5,2,26
1828,SLH53M,5888,Carplate,53,2,SLH,M,6,0,0,0,S,10,18,0,5,2,1
1829,SMS661M,5888,Carplate,661,3,SMS,M,7,0,1,0,S,10,18,0,5,2,7
1830,SFS9991J,5888,Carplate,9991,4,SFS,J,8,0,1,0,S,13,18,0,5,2,50
1831,SKE238A,5888,Carplate,238,3,SKE,A,7,0,0,1,S,1,18,0,5,2,3
1832,SBJ2211T,5888,Carplate,2211,4,SBJ,T,8,0,1,0,S,6,18,0,5,2,16
1833,SKK7979S,5888,Carplate,7979,4,SKK,S,8,0,0,0,S,7,18,0,5,2,40
1834,SGD8885G,5888,Carplate,8885,4,SGD,G,8,0,1,1,S,15,18,0,5,2,45
1835,SMV9888B,5888,Carplate,9888,4,SMV,B,8,0,1,1,S,19,18,0,5,2,50
1836,SJG7626T,5888,Carplate,7626,4,SJG,T,8,0,0,0,S,6,18,0,5,2,39
1837,SMF79M,5888,Carplate,79,2,SMF,M,6,0,0,0,S,10,18,0,5,2,2
1838,SMN3690K,5888,Carplate,3690,4,SMN,K,8,0,0,0,S,12,18,0,5,2,23
1839,SLK990S,5888,Carplate,990,3,SLK,S,7,0,1,0,S,7,18,0,5,2,10
1840,SLN5888G,5888,Carplate,5888,4,SLN,G,8,0,1,1,S,15,18,0,5,2,31
1841,SLC1331E,5888,Carplate,1331,4,SLC,E,8,0,1,0,S,16,18,0,5,2,12
1842,SMQ9966K,5888,Carplate,9966,4,SMQ,K,8,0,1,0,S,12,18,0,5,2,50
1843,SGB64Y,5888,Carplate,64,2,SGB,Y,6,0,0,0,S,3,18,0,5,2,2
1844,SDU8585T,5888,Carplate,8585,4,SDU,T,8,0,0,1,S,6,18,0,5,2,44
1845,SLW335X,5888,Carplate,335,3,SLW,X,7,0,1,0,S,4,18,0,5,2,4
1846,SMK988M,5888,Carplate,988,3,SMK,M,7,0,1,1,S,10,18,0,5,2,10
1847,SBD7733C,5888,Carplate,7733,4,SBD,C,8,0,1,0,S,18,18,0,5,2,39
1848,SGH2323E,5888,Carplate,2323,4,SGH,E,8,0,0,0,S,16,18,0,5,2,16
1849,SLB5005B,5888,Carplate,5005,4,SLB,B,8,0,1,0,S,19,18,0,5,2,28
1850,SJS56X,5888,Carplate,56,2,SJS,X,6,0,0,0,S,4,18,0,5,2,1
1851,SDD718U,5888,Carplate,718,3,SDD,U,7,0,0,1,S,5,18,0,5,2,7
1852,SMM133C,5888,Carplate,133,3,SMM,C,7,0,1,0,S,18,18,0,5,2,2
1853,SFC8338L,5888,Carplate,8338,4,SFC,L,8,0,1,1,S,11,18,0,5,2,42
1854,SKV8555S,5888,Carplate,8555,4,SKV,S,8,0,1,1,S,7,18,0,5,2,44
1855,SJA1755A,5888,Carplate,1755,4,SJA,A,8,0,1,0,S,1,18,0,5,2,14
1856,SMK818X,5888,Carplate,818,3,SMK,X,7,0,0,1,S,4,18,0,5,2,8
1857,SDN8288M,5888,Carplate,8288,4,SDN,M,8,0,1,1,S,10,18,0,5,2,42
1858,SLR776H,5888,Carplate,776,3,SLR,H,7,0,1,0,S,14,18,0,5,2,8
1859,SME400Z,5888,Carplate,400,3,SME,Z,7,0,1,0,S,2,18,0,5,2,5
1860,SDX500A,5888,Carplate,500,3,SDX,A,7,0,1,0,S,1,18,0,5,2,6
1861,SLP292Y,5888,Carplate,292,3,SLP,Y,7,0,0,0,S,3,18,0,5,2,4
1862,SLS441T,5888,Carplate,441,3,SLS,T,7,0,1,0,S,6,18,0,5,2,5
1863,SGR809G,5888,Carplate,809,3,SGR,G,7,0,0,1,S,15,18,0,5,2,8
1864,SMU46D,5888,SGCarMart,46,2,SMU,D,6,0,0,0,S,17,18,0,5,2,1
1865,SBB1686E,5888,SGCarMart,1686,4,SBB,E,8,0,0,1,S,16,18,0,5,2,13
1866,SNB65L,5888,SGCarMart,65,2,SNB,L,6,0,0,0,S,11,18,0,5,2,2
1867,SFQ30C,5888,SGCarMart,30,2,SFQ,C,6,0,0,0,S,18,18,0,5,2,1
1868,SGS3377K,5888,SGCarMart,3377,4,SGS,K,8,0,1,0,S,12,18,0,5,2,22
1869,SMH1118S,5888,SGCarMart,1118,4,SMH,S,8,0,1,1,S,7,18,0,5,2,11
1870,SMH828H,5888,SGCarMart,828,3,SMH,H,7,0,0,1,S,14,18,0,5,2,8
1871,SMH108C,5888,SGCarMart,108,3,SMH,C,7,0,0,1,S,18,18,0,5,2,2
1872,SNF328H,5888,SGCarMart,328,3,SNF,H,7,0,0,1,S,14,18,0,5,2,4
1873,SNF458R,5888,SGCarMart,458,3,SNF,R,7,0,0,1,S,8,18,0,5,2,5
1874,SNF360M,5888,SGCarMart,360,3,SNF,M,7,0,0,0,S,10,18,0,5,2,4
1875,SNF348A,5888,SGCarMart,348,3,SNF,A,7,0,0,1,S,1,18,0,5,2,4
1876,SNE6000T,5888,SGCarMart,6000,4,SNE,T,8,0,1,0,S,6,18,0,5,2,31
1877,SND500L,5888,SGCarMart,500,3,SND,L,7,0,1,0,S,11,18,0,5,2,6
1878,SJE778U,5888,CarPlateMart,778,3,SJE,U,7,0,1,1,S,5,18,0,5,2,8
1879,SMV9797E,5888,CarPlateMart,9797,4,SMV,E,8,0,0,0,S,16,18,0,5,2,49
1880,SFJ5588P,5888,CarPlateMart,5588,4,SFJ,P,8,0,1,1,S,9,18,0,5,2,30
1881,SLU5888U,5888,CarPlateMart,5888,4,SLU,U,8,0,1,1,S,5,18,0,5,2,31
1882,SDQ2888E,5888,CarPlateMart,2888,4,SDQ,E,8,0,1,1,S,16,18,0,5,2,19
1883,SFT8808H,5888,CarPlateMart,8808,4,SFT,H,8,0,1,1,S,14,18,0,5,2,45
1884,SCK878R,5888,CarPlateMart,878,3,SCK,R,7,0,0,1,S,8,18,0,5,2,9
1885,SKW4888C,5888,CarPlateMart,4888,4,SKW,C,8,0,1,1,S,18,18,0,5,2,27
1886,SKE8880S,5888,CarPlateMart,8880,4,SKE,S,8,0,1,1,S,7,18,0,5,2,45
1887,SMD785T,5888,CarPlateMart,785,3,SMD,T,7,0,0,1,S,6,18,0,5,2,8
1888,SGS8883H,5888,CarPlateMart,8883,4,SGS,H,8,0,1,1,S,14,18,0,5,2,45
1889,SML79G,5888,CarPlateMart,79,2,SML,G,6,0,0,0,S,15,18,0,5,2,2
