,Number,First Letter,Estimated_Price,CarPlate,Price,Company,Number of digits,Front Characters,Suffix characters,Total number of characters,Same digit througout,Sub repeated digits,Auspicious,suffix_number,first_letter,Antique,Price Range,Natural_break,number_group
237,25,F,7000.0,FM25P,7000,Carplate,2,FM,P,5,0,0,No,9,5,0,6,2,1
238,25,G,6800.0,GW25A,6800,Carplate,2,GW,A,5,0,0,No,1,6,0,6,2,1
239,25,S,30856.25,SY25Y,188000,SGCarMart,2,SY,Y,5,0,0,No,3,18,0,23,18,1
240,25,S,30856.25,SGG25J,30000,Carplate,2,SGG,J,6,0,0,No,13,18,0,15,7,1
241,25,S,30856.25,SBL25S,30000,Carplate,2,SBL,S,6,0,0,No,7,18,0,15,7,1
242,25,S,30856.25,SBJ25C,20000,Carplate,2,SBJ,C,6,0,0,No,18,18,0,14,5,1
243,25,S,30856.25,SDK25Z,18999,CarPlateMart,2,SDK,Z,6,0,0,No,2,18,0,14,5,1
244,25,S,30856.25,SBL25S,16888,SGCarMart,2,SBL,S,6,0,0,No,7,18,0,13,5,1
245,25,S,30856.25,SJU25A,13000,CarPlateMart,2,SJU,A,6,0,0,No,1,18,0,11,4,1
246,25,S,30856.25,SDV25R,12800,Carplate,2,SDV,R,6,0,0,No,8,18,0,11,4,1
247,25,S,30856.25,SMP25R,12100,SGCarMart,2,SMP,R,6,0,0,No,8,18,0,11,4,1
248,25,S,30856.25,SMS25A,9888,Carplate,2,SMS,A,6,0,0,No,1,18,0,9,3,1
249,25,S,30856.25,SNB25C,9800,SGCarMart,2,SNB,C,6,0,0,No,18,18,0,9,3,1
250,25,S,30856.25,SNF25G,8800,SGCarMart,2,SNF,G,6,0,0,No,15,18,0,8,3,1
251,26,S,17221.333333333332,SMD26B,26888,SGCarMart,2,SMD,B,6,0,0,No,19,18,0,15,7,1
252,26,S,17221.333333333332,SND26P,13888,SGCarMart,2,SND,P,6,0,0,No,9,18,0,11,4,1
253,26,S,17221.333333333332,SMZ26K,10888,SGCarMart,2,SMZ,K,6,0,0,No,12,18,0,10,3,1
254,27,S,18844.0,SFV27L,38800,SGCarMart,2,SFV,L,6,0,0,No,11,18,0,16,8,1
255,27,S,18844.0,SNA27C,18888,Carplate,2,SNA,C,6,0,0,No,18,18,0,14,5,1
256,27,S,18844.0,SMY27M,18800,SGCarMart,2,SMY,M,6,0,0,No,10,18,0,14,5,1
257,27,S,18844.0,SMD27Z,12888,Carplate,2,SMD,Z,6,0,0,No,2,18,0,11,4,1
258,27,S,18844.0,SMD27Z,12888,CarPlateMart,2,SMD,Z,6,0,0,No,2,18,0,11,4,1
259,27,S,18844.0,SNE27G,10800,SGCarMart,2,SNE,G,6,0,0,No,15,18,0,10,3,1
260,28,E,143000.0,EU28B,158000,Carplate,2,EU,B,5,0,0,Yes,19,4,1,23,17,1
261,28,E,143000.0,ES28L,138000,Carplate,2,ES,L,5,0,0,Yes,11,4,1,23,16,1
262,28,E,143000.0,ES28L,138000,SGCarMart,2,ES,L,5,0,0,Yes,11,4,1,23,16,1
263,28,E,143000.0,EU28B,138000,CarPlateMart,2,EU,B,5,0,0,Yes,19,4,1,23,16,1
264,28,S,51054.22222222222,SR28B,288000,SGCarMart,2,SR,B,5,0,0,Yes,19,18,0,24,21,1
265,28,S,51054.22222222222,SCK28C,28000,Carplate,2,SCK,C,6,0,0,Yes,18,18,0,15,7,1
266,28,S,51054.22222222222,SNA28A,26888,SGCarMart,2,SNA,A,6,0,0,Yes,1,18,0,15,7,1
267,28,S,51054.22222222222,SLU28T,22800,SGCarMart,2,SLU,T,6,0,0,Yes,6,18,0,15,6,1
268,28,S,51054.22222222222,SFZ28M,22000,CarPlateMart,2,SFZ,M,6,0,0,Yes,10,18,0,15,6,1
269,28,S,51054.22222222222,SFZ28M,20000,Carplate,2,SFZ,M,6,0,0,Yes,10,18,0,14,5,1
270,28,S,51054.22222222222,SKV28A,18800,SGCarMart,2,SKV,A,6,0,0,Yes,1,18,0,14,5,1
271,28,S,51054.22222222222,SCH28T,18000,Carplate,2,SCH,T,6,0,0,Yes,6,18,0,13,5,1
272,28,S,51054.22222222222,SMN28T,15000,CarPlateMart,2,SMN,T,6,0,0,Yes,6,18,0,12,4,1
273,29,S,39416.0,SW29Y,98000,CarPlateMart,2,SW,Y,5,0,0,No,3,18,0,22,14,1
274,29,S,39416.0,SGX29J,29888,CarPlateMart,2,SGX,J,6,0,0,No,13,18,0,15,7,1
275,29,S,39416.0,SND29G,15888,SGCarMart,2,SND,G,6,0,0,No,15,18,0,12,4,1
276,29,S,39416.0,SJC29J,13888,CarPlateMart,2,SJC,J,6,0,0,No,13,18,0,11,4,1
277,30,F,5000.0,FBE30M,5000,Carplate,2,FBE,M,6,0,0,No,10,5,0,4,2,1
278,30,S,14630.833333333334,SBE30M,24888,Carplate,2,SBE,M,6,0,0,No,10,18,0,15,6,1
279,30,S,14630.833333333334,SBG30C,22888,CarPlateMart,2,SBG,C,6,0,0,No,18,18,0,15,6,1
280,30,S,14630.833333333334,SFR30Y,20000,CarPlateMart,2,SFR,Y,6,0,0,No,3,18,0,14,5,1
281,30,S,14630.833333333334,SBE30M,19888,SGCarMart,2,SBE,M,6,0,0,No,10,18,0,14,5,1
282,30,S,14630.833333333334,SMP30A,18000,CarPlateMart,2,SMP,A,6,0,0,No,1,18,0,13,5,1
283,30,S,14630.833333333334,SLK30M,17999,SGCarMart,2,SLK,M,6,0,0,No,10,18,0,13,5,1
284,30,S,14630.833333333334,SKP30Z,10888,Carplate,2,SKP,Z,6,0,0,No,2,18,0,10,3,1
285,30,S,14630.833333333334,SFJ30P,10555,CarPlateMart,2,SFJ,P,6,0,0,No,9,18,0,10,3,1
286,30,S,14630.833333333334,SMP30A,10000,Carplate,2,SMP,A,6,0,0,No,1,18,0,9,3,1
287,30,S,14630.833333333334,SNB30L,7288,SGCarMart,2,SNB,L,6,0,0,No,11,18,0,7,2,1
288,30,S,14630.833333333334,SND30B,7288,SGCarMart,2,SND,B,6,0,0,No,19,18,0,7,2,1
289,30,S,14630.833333333334,SFQ30C,5888,SGCarMart,2,SFQ,C,6,0,0,No,18,18,0,5,2,1
290,31,S,11835.2,SBU31B,15800,SGCarMart,2,SBU,B,6,0,0,No,19,18,0,12,4,1
291,31,S,11835.2,SGU31S,13888,Carplate,2,SGU,S,6,0,0,No,7,18,0,11,4,1
292,31,S,11835.2,SKM31L,12888,Carplate,2,SKM,L,6,0,0,No,11,18,0,11,4,1
293,31,S,11835.2,SNE31T,8800,SGCarMart,2,SNE,T,6,0,0,No,6,18,0,8,3,1
294,31,S,11835.2,SDT31H,7800,CarPlateMart,2,SDT,H,6,0,0,No,14,18,0,7,3,1
295,32,S,13904.727272727272,SCV32G,32888,Carplate,2,SCV,G,6,0,0,No,15,18,0,16,7,1
296,32,S,13904.727272727272,SBN32K,18888,Carplate,2,SBN,K,6,0,0,No,12,18,0,14,5,1
297,32,S,13904.727272727272,SFY32E,15000,Carplate,2,SFY,E,6,0,0,No,16,18,0,12,4,1
298,32,S,13904.727272727272,SBN32K,15000,CarPlateMart,2,SBN,K,6,0,0,No,12,18,0,12,4,1
299,32,S,13904.727272727272,SFQ32Y,12000,Carplate,2,SFQ,Y,6,0,0,No,3,18,0,10,4,1
300,32,S,13904.727272727272,SNF32K,10800,SGCarMart,2,SNF,K,6,0,0,No,12,18,0,10,3,1
301,32,S,13904.727272727272,SLV32A,10800,CarPlateMart,2,SLV,A,6,0,0,No,1,18,0,10,3,1
302,32,S,13904.727272727272,SLV32A,10000,Carplate,2,SLV,A,6,0,0,No,1,18,0,9,3,1
303,32,S,13904.727272727272,SNB32G,9800,SGCarMart,2,SNB,G,6,0,0,No,15,18,0,9,3,1
304,32,S,13904.727272727272,SNC32B,8888,SGCarMart,2,SNC,B,6,0,0,No,19,18,0,8,3,1
305,32,S,13904.727272727272,SFQ32Y,8888,CarPlateMart,2,SFQ,Y,6,0,0,No,3,18,0,8,3,1
306,33,F,10888.0,FP33A,12888,Carplate,2,FP,A,5,1,1,No,1,5,0,11,4,1
307,33,F,10888.0,FU33Z,8888,Carplate,2,FU,Z,5,1,1,No,2,5,0,8,3,1
308,33,G,10844.0,GBA33B,10888,SGCarMart,2,GBA,B,6,1,1,No,19,6,0,10,3,1
309,33,G,10844.0,GBK33Z,10800,Carplate,2,GBK,Z,6,1,1,No,2,6,0,10,3,1
310,33,S,38417.3,SME33A,83333,Carplate,2,SME,A,6,1,1,No,1,18,0,21,12,1
311,33,S,38417.3,SDK33A,45888,SGCarMart,2,SDK,A,6,1,1,No,1,18,0,17,9,1
312,33,S,38417.3,SKM33G,45000,SGCarMart,2,SKM,G,6,1,1,No,15,18,0,17,9,1
313,33,S,38417.3,SKC33J,38800,SGCarMart,2,SKC,J,6,1,1,No,13,18,0,16,8,1
314,33,S,38417.3,SND33T,33888,SGCarMart,2,SND,T,6,1,1,No,6,18,0,16,8,1
315,33,S,38417.3,SMR33G,29800,SGCarMart,2,SMR,G,6,1,1,No,15,18,0,15,7,1
316,33,S,38417.3,SNF33H,29800,SGCarMart,2,SNF,H,6,1,1,No,14,18,0,15,7,1
317,33,S,38417.3,SKP33R,28888,Carplate,2,SKP,R,6,1,1,No,8,18,0,15,7,1
318,33,S,38417.3,SMU33R,24888,Carplate,2,SMU,R,6,1,1,No,8,18,0,15,6,1
319,33,S,38417.3,SNC33Z,23888,Carplate,2,SNC,Z,6,1,1,No,2,18,0,15,6,1
320,34,F,2888.0,FBN34E,2888,Carplate,2,FBN,E,6,0,0,No,16,5,0,2,1,1
321,34,S,43784.88888888889,SP34T,168000,Carplate,2,SP,T,5,0,0,No,6,18,0,23,17,1
322,34,S,43784.88888888889,SP34T,168000,CarPlateMart,2,SP,T,5,0,0,No,6,18,0,23,17,1
323,34,S,43784.88888888889,SLR34R,13888,Carplate,2,SLR,R,6,0,0,No,8,18,0,11,4,1
324,34,S,43784.88888888889,SLV34U,8888,Carplate,2,SLV,U,6,0,0,No,5,18,0,8,3,1
325,34,S,43784.88888888889,SKA34S,8000,CarPlateMart,2,SKA,S,6,0,0,No,7,18,0,7,3,1
326,34,S,43784.88888888889,SMV34H,7100,SGCarMart,2,SMV,H,6,0,0,No,14,18,0,7,2,1
327,34,S,43784.88888888889,SFG34U,6888,CarPlateMart,2,SFG,U,6,0,0,No,5,18,0,6,2,1
328,34,S,43784.88888888889,SJR34P,6800,SGCarMart,2,SJR,P,6,0,0,No,9,18,0,6,2,1
329,34,S,43784.88888888889,SNF34E,6500,SGCarMart,2,SNF,E,6,0,0,No,16,18,0,6,2,1
330,35,E,88000.0,EE35P,88000,SGCarMart,2,EE,P,5,0,0,No,9,4,1,21,13,1
331,35,S,36397.117647058825,SF35T,288000,Carplate,2,SF,T,5,0,0,No,6,18,0,24,21,1
332,35,S,36397.117647058825,SE35Z,168000,Carplate,2,SE,Z,5,0,0,No,2,18,0,23,17,1
333,35,S,36397.117647058825,SGR35Y,18800,Carplate,2,SGR,Y,6,0,0,No,3,18,0,14,5,1
334,35,S,36397.117647058825,SMR35B,13888,Carplate,2,SMR,B,6,0,0,No,19,18,0,11,4,1
335,35,S,36397.117647058825,SKS35U,13688,CarPlateMart,2,SKS,U,6,0,0,No,5,18,0,11,4,1
336,35,S,36397.117647058825,SGC35B,12888,Carplate,2,SGC,B,6,0,0,No,19,18,0,11,4,1
337,35,S,36397.117647058825,SMW35A,12100,SGCarMart,2,SMW,A,6,0,0,No,1,18,0,11,4,1
338,35,S,36397.117647058825,SKS35U,11800,Carplate,2,SKS,U,6,0,0,No,5,18,0,10,4,1
339,35,S,36397.117647058825,SKZ35H,9999,SGCarMart,2,SKZ,H,6,0,0,No,14,18,0,9,3,1
340,35,S,36397.117647058825,SMD35A,9888,Carplate,2,SMD,A,6,0,0,No,1,18,0,9,3,1
341,35,S,36397.117647058825,SMN35Y,9800,SGCarMart,2,SMN,Y,6,0,0,No,3,18,0,9,3,1
342,35,S,36397.117647058825,SKE35T,9800,CarPlateMart,2,SKE,T,6,0,0,No,6,18,0,9,3,1
343,35,S,36397.117647058825,SNC35T,8800,SGCarMart,2,SNC,T,6,0,0,No,6,18,0,8,3,1
344,35,S,36397.117647058825,SMD35A,8800,CarPlateMart,2,SMD,A,6,0,0,No,1,18,0,8,3,1
345,35,S,36397.117647058825,SGN35T,8000,Carplate,2,SGN,T,6,0,0,No,6,18,0,7,3,1
346,35,S,36397.117647058825,SNF35C,8000,SGCarMart,2,SNF,C,6,0,0,No,18,18,0,7,3,1
347,35,S,36397.117647058825,SCA35J,6500,CarPlateMart,2,SCA,J,6,0,0,No,13,18,0,6,2,1
348,36,S,12028.5,SBG36L,18888,Carplate,2,SBG,L,6,0,0,No,11,18,0,14,5,1
349,36,S,12028.5,SJE36C,12888,Carplate,2,SJE,C,6,0,0,No,18,18,0,11,4,1
350,36,S,12028.5,SKQ36C,11888,Carplate,2,SKQ,C,6,0,0,No,18,18,0,10,4,1
351,36,S,12028.5,SLJ36C,11888,SGCarMart,2,SLJ,C,6,0,0,No,18,18,0,10,4,1
352,36,S,12028.5,SBG36L,11800,CarPlateMart,2,SBG,L,6,0,0,No,11,18,0,10,4,1
353,36,S,12028.5,SNF36A,10800,SGCarMart,2,SNF,A,6,0,0,No,1,18,0,10,3,1
354,36,S,12028.5,SLJ36C,9188,Carplate,2,SLJ,C,6,0,0,No,18,18,0,9,3,1
355,36,S,12028.5,SBJ36X,8888,CarPlateMart,2,SBJ,X,6,0,0,No,4,18,0,8,3,1
356,37,E,48999.5,EP37B,58000,Carplate,2,EP,B,5,0,0,No,19,4,1,18,10,1
357,37,E,48999.5,EX37J,39999,Carplate,2,EX,J,5,0,0,No,13,4,1,16,8,1
358,37,S,10735.857142857143,SME37P,11888,Carplate,2,SME,P,6,0,0,No,9,18,0,10,4,1
359,37,S,10735.857142857143,SJP37S,11888,Carplate,2,SJP,S,6,0,0,No,7,18,0,10,4,1
360,37,S,10735.857142857143,SJC37K,11888,SGCarMart,2,SJC,K,6,0,0,No,12,18,0,10,4,1
361,37,S,10735.857142857143,SJW37E,10800,SGCarMart,2,SJW,E,6,0,0,No,16,18,0,10,3,1
362,37,S,10735.857142857143,SME37P,9999,SGCarMart,2,SME,P,6,0,0,No,9,18,0,9,3,1
363,37,S,10735.857142857143,SGH37U,9800,SGCarMart,2,SGH,U,6,0,0,No,5,18,0,9,3,1
364,37,S,10735.857142857143,SFA37T,8888,CarPlateMart,2,SFA,T,6,0,0,No,6,18,0,8,3,1
365,38,E,138000.0,EH38R,138000,SGCarMart,2,EH,R,5,0,0,Yes,8,4,1,23,16,1
366,38,E,138000.0,EH38R,138000,CarPlateMart,2,EH,R,5,0,0,Yes,8,4,1,23,16,1
367,38,S,18430.666666666668,SLR38E,38000,Carplate,2,SLR,E,6,0,0,Yes,16,18,0,16,8,1
368,38,S,18430.666666666668,SBZ38G,28888,CarPlateMart,2,SBZ,G,6,0,0,Yes,15,18,0,15,7,1
369,38,S,18430.666666666668,SJR38D,18000,CarPlateMart,2,SJR,D,6,0,0,Yes,17,18,0,13,5,1
370,38,S,18430.666666666668,SKT38G,15800,SGCarMart,2,SKT,G,6,0,0,Yes,15,18,0,12,4,1
371,38,S,18430.666666666668,SDL38G,15000,Carplate,2,SDL,G,6,0,0,Yes,15,18,0,12,4,1
372,38,S,18430.666666666668,SJN38A,14700,CarPlateMart,2,SJN,A,6,0,0,Yes,1,18,0,12,4,1
373,38,S,18430.666666666668,SJN38A,12888,Carplate,2,SJN,A,6,0,0,Yes,1,18,0,11,4,1
374,38,S,18430.666666666668,SLW38D,11800,SGCarMart,2,SLW,D,6,0,0,Yes,17,18,0,10,4,1
375,38,S,18430.666666666668,SNC38K,10800,SGCarMart,2,SNC,K,6,0,0,Yes,12,18,0,10,3,1
376,39,E,88888.0,EG39T,88888,Carplate,2,EG,T,5,0,0,No,6,4,1,21,13,1
377,39,E,88888.0,EG39T,88888,CarPlateMart,2,EG,T,5,0,0,No,6,4,1,21,13,1
378,39,F,3500.0,FBE39P,3500,Carplate,2,FBE,P,6,0,0,No,9,5,0,3,1,1
379,39,S,31248.0,SC39Z,108000,CarPlateMart,2,SC,Z,5,0,0,No,2,18,0,23,14,1
380,39,S,31248.0,SNA39T,38000,Carplate,2,SNA,T,6,0,0,No,6,18,0,16,8,1
381,39,S,31248.0,SBY39J,15800,SGCarMart,2,SBY,J,6,0,0,No,13,18,0,12,4,1
382,39,S,31248.0,SKQ39U,8888,Carplate,2,SKQ,U,6,0,0,No,5,18,0,8,3,1
383,39,S,31248.0,SNE39Y,8800,SGCarMart,2,SNE,Y,6,0,0,No,3,18,0,8,3,1
384,39,S,31248.0,SND39C,8000,SGCarMart,2,SND,C,6,0,0,No,18,18,0,7,3,1
385,40,E,73444.0,EL40L,88888,Carplate,2,EL,L,5,0,0,No,11,4,1,21,13,1
386,40,E,73444.0,EL40L,58000,SGCarMart,2,EL,L,5,0,0,No,11,4,1,18,10,1
387,40,S,9265.75,SGP40S,16999,SGCarMart,2,SGP,S,6,0,0,No,7,18,0,13,5,1
388,40,S,9265.75,SKL40R,8888,Carplate,2,SKL,R,6,0,0,No,8,18,0,8,3,1
389,40,S,9265.75,SMY40Z,5588,Carplate,2,SMY,Z,6,0,0,No,2,18,0,5,2,1
390,40,S,9265.75,SMY40Z,5588,CarPlateMart,2,SMY,Z,6,0,0,No,2,18,0,5,2,1
391,41,S,6672.444444444444,SLW41T,13888,Carplate,2,SLW,T,6,0,0,No,6,18,0,11,4,1
392,41,S,6672.444444444444,SCA41R,8888,CarPlateMart,2,SCA,R,6,0,0,No,8,18,0,8,3,1
393,41,S,6672.444444444444,SFC41U,7888,CarPlateMart,2,SFC,U,6,0,0,No,5,18,0,7,3,1
394,41,S,6672.444444444444,SMP41T,5888,CarPlateMart,2,SMP,T,6,0,0,No,6,18,0,5,2,1
395,41,S,6672.444444444444,SKQ41L,5000,SGCarMart,2,SKQ,L,6,0,0,No,11,18,0,4,2,1
396,41,S,6672.444444444444,SNE41P,4800,SGCarMart,2,SNE,P,6,0,0,No,9,18,0,4,2,1
397,41,S,6672.444444444444,SKQ41L,4800,CarPlateMart,2,SKQ,L,6,0,0,No,11,18,0,4,2,1
398,41,S,6672.444444444444,SGV41H,4800,CarPlateMart,2,SGV,H,6,0,0,No,14,18,0,4,2,1
399,41,S,6672.444444444444,SGV41H,4100,Carplate,2,SGV,H,6,0,0,No,14,18,0,4,1,1
400,42,G,3888.0,GBB42U,3888,SGCarMart,2,GBB,U,6,0,0,No,5,6,0,3,1,1
401,42,S,6526.4,SFQ42T,10888,Carplate,2,SFQ,T,6,0,0,No,6,18,0,10,3,1
402,42,S,6526.4,SKT42T,9988,Carplate,2,SKT,T,6,0,0,No,6,18,0,9,3,1
403,42,S,6526.4,SMP42R,7100,SGCarMart,2,SMP,R,6,0,0,No,8,18,0,7,2,1
404,42,S,6526.4,SJJ42H,6800,SGCarMart,2,SJJ,H,6,0,0,No,14,18,0,6,2,1
405,42,S,6526.4,SNE42L,5800,SGCarMart,2,SNE,L,6,0,0,No,11,18,0,5,2,1
406,42,S,6526.4,SGY42P,5000,Carplate,2,SGY,P,6,0,0,No,9,18,0,4,2,1
407,42,S,6526.4,SJA42E,5000,CarPlateMart,2,SJA,E,6,0,0,No,16,18,0,4,2,1
408,42,S,6526.4,SDW42K,4900,Carplate,2,SDW,K,6,0,0,No,12,18,0,4,2,1
409,42,S,6526.4,SDW42K,4900,CarPlateMart,2,SDW,K,6,0,0,No,12,18,0,4,2,1
410,42,S,6526.4,SKU42M,4888,Carplate,2,SKU,M,6,0,0,No,10,18,0,4,2,1
411,43,E,59000.0,EE43R,68000,Carplate,2,EE,R,5,0,0,No,8,4,1,19,11,1
412,43,E,59000.0,EP43H,50000,Carplate,2,EP,H,5,0,0,No,14,4,1,17,9,1
413,43,S,5795.2,SMW43B,7100,SGCarMart,2,SMW,B,6,0,0,No,19,18,0,7,2,1
414,43,S,5795.2,SMQ43H,6900,SGCarMart,2,SMQ,H,6,0,0,No,14,18,0,6,2,1
415,43,S,5795.2,SJS43H,6888,Carplate,2,SJS,H,6,0,0,No,14,18,0,6,2,1
416,43,S,5795.2,SGM43B,5000,Carplate,2,SGM,B,6,0,0,No,19,18,0,4,2,1
417,43,S,5795.2,SNA43E,3088,SGCarMart,2,SNA,E,6,0,0,No,16,18,0,3,1,1
418,44,F,10800.0,FX44B,10800,Carplate,2,FX,B,5,1,1,No,19,5,0,10,3,1
419,44,S,28757.714285714286,SFG44R,18000,CarPlateMart,2,SFG,R,6,1,1,No,8,18,0,13,5,1
420,44,S,28757.714285714286,SN44A,144000,Carplate,2,SN,A,5,1,1,No,1,18,0,23,16,1
421,44,S,28757.714285714286,SJA44A,28444,Carplate,2,SJA,A,6,1,1,No,1,18,0,15,7,1
422,44,S,28757.714285714286,SBH44H,28000,CarPlateMart,2,SBH,H,6,1,1,No,14,18,0,15,7,1
423,44,S,28757.714285714286,SFG44R,25000,Carplate,2,SFG,R,6,1,1,No,8,18,0,15,6,1
424,44,S,28757.714285714286,SBD44D,24888,SGCarMart,2,SBD,D,6,1,1,No,17,18,0,15,6,1
425,44,S,28757.714285714286,SBD44D,22000,Carplate,2,SBD,D,6,1,1,No,17,18,0,15,6,1
426,44,S,28757.714285714286,SBH44H,22000,Carplate,2,SBH,H,6,1,1,No,14,18,0,15,6,1
427,44,S,28757.714285714286,SBC44J,18888,Carplate,2,SBC,J,6,1,1,No,13,18,0,14,5,1
428,44,S,28757.714285714286,SBA44U,18000,CarPlateMart,2,SBA,U,6,1,1,No,5,18,0,13,5,1
429,44,S,28757.714285714286,SBF44S,18000,CarPlateMart,2,SBF,S,6,1,1,No,7,18,0,13,5,1
430,44,S,28757.714285714286,SND44L,12500,SGCarMart,2,SND,L,6,1,1,No,11,18,0,11,4,1
431,44,S,28757.714285714286,SND44L,12000,Carplate,2,SND,L,6,1,1,No,11,18,0,10,4,1
432,44,S,28757.714285714286,SFC44L,10888,CarPlateMart,2,SFC,L,6,1,1,No,11,18,0,10,3,1
433,45,S,22683.0,SV45E,108000,CarPlateMart,2,SV,E,5,0,0,No,16,18,0,23,14,1
434,45,S,22683.0,SGB45C,13888,Carplate,2,SGB,C,6,0,0,No,18,18,0,11,4,1
435,45,S,22683.0,SDX45Y,12888,Carplate,2,SDX,Y,6,0,0,No,3,18,0,11,4,1
436,45,S,22683.0,SFX45Z,12888,Carplate,2,SFX,Z,6,0,0,No,2,18,0,11,4,1
437,45,S,22683.0,SGB45C,9800,CarPlateMart,2,SGB,C,6,0,0,No,18,18,0,9,3,1
438,45,S,22683.0,SDU45M,8000,Carplate,2,SDU,M,6,0,0,No,10,18,0,7,3,1
439,45,S,22683.0,SJD45G,8000,Carplate,2,SJD,G,6,0,0,No,15,18,0,7,3,1
440,45,S,22683.0,SDU45M,8000,CarPlateMart,2,SDU,M,6,0,0,No,10,18,0,7,3,1
441,46,S,19931.0,SN46U,130000,Carplate,2,SN,U,5,0,0,No,5,18,0,23,15,1
442,46,S,19931.0,SMM46X,22000,Carplate,2,SMM,X,6,0,0,No,4,18,0,15,6,1
443,46,S,19931.0,SBQ46E,8800,SGCarMart,2,SBQ,E,6,0,0,No,16,18,0,8,3,1
444,46,S,19931.0,SBR46A,6888,Carplate,2,SBR,A,6,0,0,No,1,18,0,6,2,1
445,46,S,19931.0,SMW46T,6100,SGCarMart,2,SMW,T,6,0,0,No,6,18,0,6,2,1
446,46,S,19931.0,SMU46D,5888,SGCarMart,2,SMU,D,6,0,0,No,17,18,0,5,2,1
447,46,S,19931.0,SDE46U,5800,SGCarMart,2,SDE,U,6,0,0,No,5,18,0,5,2,1
448,46,S,19931.0,SDV46E,5000,Carplate,2,SDV,E,6,0,0,No,16,18,0,4,2,1
449,46,S,19931.0,SMJ46L,4646,Carplate,2,SMJ,L,6,0,0,No,11,18,0,4,2,1
450,46,S,19931.0,SNE46B,4188,SGCarMart,2,SNE,B,6,0,0,No,19,18,0,4,1,1
451,47,E,47000.0,EQ47S,47000,Carplate,2,EQ,S,5,0,0,No,7,4,1,17,9,1
452,47,E,47000.0,EQ47S,47000,CarPlateMart,2,EQ,S,5,0,0,No,7,4,1,17,9,1
453,47,S,7270.545454545455,SGU47Y,13800,SGCarMart,2,SGU,Y,6,0,0,No,3,18,0,11,4,1
454,47,S,7270.545454545455,SJN47Z,10888,Carplate,2,SJN,Z,6,0,0,No,2,18,0,10,3,1
455,47,S,7270.545454545455,SDD47Y,10000,SGCarMart,2,SDD,Y,6,0,0,No,3,18,0,9,3,1
456,47,S,7270.545454545455,SMD47R,7000,Carplate,2,SMD,R,6,0,0,No,8,18,0,6,2,1
457,47,S,7270.545454545455,SDD47Y,6800,Carplate,2,SDD,Y,6,0,0,No,3,18,0,6,2,1
458,47,S,7270.545454545455,SKG47Z,6800,SGCarMart,2,SKG,Z,6,0,0,No,2,18,0,6,2,1
459,47,S,7270.545454545455,SJT47S,6600,CarPlateMart,2,SJT,S,6,0,0,No,7,18,0,6,2,1
460,47,S,7270.545454545455,SLF47S,5700,CarPlateMart,2,SLF,S,6,0,0,No,7,18,0,5,2,1
461,47,S,7270.545454545455,SLU47M,4888,Carplate,2,SLU,M,6,0,0,No,10,18,0,4,2,1
462,47,S,7270.545454545455,SGN47J,4000,CarPlateMart,2,SGN,J,6,0,0,No,13,18,0,3,1,1
463,47,S,7270.545454545455,SGN47J,3500,Carplate,2,SGN,J,6,0,0,No,13,18,0,3,1,1
464,48,E,168000.0,EC48M,168000,Carplate,2,EC,M,5,0,0,Yes,10,4,1,23,17,1
465,48,S,8719.0,SJY48M,20000,Carplate,2,SJY,M,6,0,0,Yes,10,18,0,14,5,1
466,48,S,8719.0,SDT48K,6100,CarPlateMart,2,SDT,K,6,0,0,Yes,12,18,0,6,2,1
467,48,S,8719.0,SKD48L,4888,Carplate,2,SKD,L,6,0,0,Yes,11,18,0,4,2,1
468,48,S,8719.0,SMF48C,3888,Carplate,2,SMF,C,6,0,0,Yes,18,18,0,3,1,1
469,49,S,6927.333333333333,SNA49P,10000,Carplate,2,SNA,P,6,0,0,No,9,18,0,9,3,1
470,49,S,6927.333333333333,SLB49H,8888,Carplate,2,SLB,H,6,0,0,No,14,18,0,8,3,1
471,49,S,6927.333333333333,SLZ49G,7000,Carplate,2,SLZ,G,6,0,0,No,15,18,0,6,2,1
472,49,S,6927.333333333333,SFT49J,6888,Carplate,2,SFT,J,6,0,0,No,13,18,0,6,2,1
473,49,S,6927.333333333333,SLW49Y,4900,CarPlateMart,2,SLW,Y,6,0,0,No,3,18,0,4,2,1
474,49,S,6927.333333333333,SDH49X,3888,Carplate,2,SDH,X,6,0,0,No,4,18,0,3,1,1
475,50,E,63000.0,EF50P,63000,CarPlateMart,2,EF,P,5,0,0,No,9,4,1,19,11,1
476,50,S,9116.2,SKQ50K,15000,Carplate,2,SKQ,K,6,0,0,No,12,18,0,12,4,1
477,50,S,9116.2,SML50M,13999,CarPlateMart,2,SML,M,6,0,0,No,10,18,0,11,4,1
478,50,S,9116.2,SML50M,9999,Carplate,2,SML,M,6,0,0,No,10,18,0,9,3,1
479,50,S,9116.2,SFN50K,9888,Carplate,2,SFN,K,6,0,0,No,12,18,0,9,3,1
480,50,S,9116.2,SFG50Y,8800,SGCarMart,2,SFG,Y,6,0,0,No,3,18,0,8,3,1
481,50,S,9116.2,SJV50X,8000,Carplate,2,SJV,X,6,0,0,No,4,18,0,7,3,1
482,50,S,9116.2,SMX50A,6888,CarPlateMart,2,SMX,A,6,0,0,No,1,18,0,6,2,1
483,50,S,9116.2,SJV50X,6500,SGCarMart,2,SJV,X,6,0,0,No,4,18,0,6,2,1
